AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_RAIN,week,year,dayofweek,month,dayofyear,hour,hour_sin,hour_cos,AVERAGE_SPEED_DIFF
0.4330708661417322,0.0387858347386172,0.3810975609756099,0.0,0.42857142857142855,0.7083333333333321,1.0,0.21428571428571427,1.0,1.0,0.6808510638297872,1.0,0.5,0.6363636363636364,0.6827794561933536,0.30434782608695654,0.9829629131445341,0.3705904774487397,2
0.4409448818897639,0.1629005059021922,0.6250000000000001,0.0,0.6,0.75,0.45348837209302323,0.3571428571428571,0.0,0.0,0.6170212765957447,0.0,0.6666666666666666,0.6363636363636364,0.6253776435045317,0.6086956521739131,0.2500000000000001,0.06698729810778059,3
0.31889763779527547,0.12951096121416525,0.5914634146341465,0.0,0.7428571428571429,0.6041666666666679,0.5465116279069768,0.2857142857142857,1.0,1.0,0.6808510638297872,1.0,1.0,0.7272727272727273,0.6918429003021148,0.6956521739130435,0.06698729810778076,0.24999999999999978,3
0.27165354330708635,0.2057335581787521,0.7271341463414634,0.0,0.5142857142857142,0.8333333333333321,0.3953488372093023,0.2857142857142857,0.0,0.0,0.12765957446808512,1.0,0.16666666666666666,0.09090909090909091,0.1268882175226586,0.4782608695652174,0.6294095225512605,0.0170370868554659,3
0.4370078740157479,0.1699831365935919,0.4664634146341463,0.0,0.42857142857142855,0.47916666666666785,0.7906976744186047,0.7142857142857142,0.5,1.0,0.425531914893617,1.0,0.5,0.4545454545454545,0.42900302114803623,0.5217391304347826,0.5000000000000001,0.0,2
0.8622047244094486,0.018887015177065765,0.33689024390243916,0.5,0.37142857142857144,0.6041666666666679,0.6744186046511627,0.2857142857142857,0.5,0.0,0.9148936170212766,0.0,0.5,0.9090909090909091,0.918429003021148,0.30434782608695654,0.9829629131445341,0.3705904774487397,2
0.5984251968503937,0.013490725126475547,0.5091463414634146,1.0,0.45714285714285713,0.7291666666666679,0.5116279069767442,0.0,0.0,0.0,0.7872340425531915,0.0,0.3333333333333333,0.8181818181818182,0.7885196374622357,0.9130434782608695,0.14644660940672616,0.8535533905932737,0
0.40944881889763773,0.039797639123102864,0.6310975609756099,0.0,0.5428571428571428,0.6041666666666679,0.5813953488372092,0.3571428571428571,0.0,0.0,0.6595744680851063,0.0,0.8333333333333333,0.6363636363636364,0.6706948640483384,0.8260869565217391,0.01703708685546579,0.6294095225512601,1
0.23228346456692894,0.0357504215851602,0.39939024390243894,0.0,0.6,0.7083333333333321,0.7906976744186047,0.3571428571428571,1.0,1.0,0.4893617021276596,1.0,1.0,0.4545454545454545,0.5015105740181269,0.5217391304347826,0.5000000000000001,0.0,1
0.16929133858267686,0.034064080944350754,0.579268292682927,0.0,0.5428571428571428,0.6875,0.47674418604651164,0.21428571428571427,0.0,0.0,0.2765957446808511,1.0,0.8333333333333333,0.2727272727272727,0.28700906344410876,0.3913043478260869,0.8535533905932737,0.14644660940672627,1
0.4724409448818896,0.0475548060708263,0.4374999999999999,1.0,0.5142857142857142,0.625,1.0,0.07142857142857142,1.0,1.0,0.6595744680851063,1.0,1.0,0.6363636363636364,0.6706948640483384,0.9565217391304348,0.24999999999999978,0.9330127018922192,2
0.6417322834645667,0.008094435075885328,0.4435975609756099,0.0,0.39999999999999997,0.6666666666666679,1.0,0.7857142857142857,1.0,1.0,0.5531914893617021,1.0,0.5,0.5454545454545454,0.5558912386706949,0.2608695652173913,1.0,0.5,1
0.40944881889763773,0.034064080944350754,0.6326219512195123,1.0,0.2571428571428571,0.6666666666666679,0.7790697674418605,0.3571428571428571,0.5,0.0,0.0,1.0,1.0,0.0,0.015105740181268881,0.30434782608695654,0.9829629131445341,0.3705904774487397,1
0.4448818897637794,0.06340640809443507,0.5350609756097561,0.0,0.42857142857142855,0.75,0.6162790697674418,0.14285714285714285,0.0,0.0,0.021276595744680854,1.0,0.6666666666666666,0.0,0.030211480362537763,0.6086956521739131,0.2500000000000001,0.06698729810778059,2
0.5748031496062991,0.013490725126475547,0.4817073170731708,1.0,0.34285714285714286,0.75,1.0,0.07142857142857142,1.0,1.0,0.7659574468085106,1.0,0.6666666666666666,0.7272727272727273,0.770392749244713,0.17391304347826086,0.9330127018922193,0.75,0
0.34645669291338566,0.016863406408094434,0.6646341463414634,1.0,0.3142857142857143,0.7916666666666679,1.0,0.2857142857142857,0.5,0.0,0.06382978723404255,1.0,0.6666666666666666,0.09090909090909091,0.07250755287009064,0.9565217391304348,0.24999999999999978,0.9330127018922192,0
0.6102362204724407,0.023946037099494097,0.5655487804878049,1.0,0.5142857142857142,0.6458333333333321,0.3023255813953488,0.3571428571428571,1.0,1.0,0.7021276595744681,1.0,1.0,0.7272727272727273,0.7129909365558913,0.21739130434782608,0.9829629131445341,0.6294095225512604,0
0.2755905511811023,0.0026981450252951096,0.326219512195122,1.0,0.3142857142857143,0.9375,1.0,0.14285714285714285,0.0,0.0,0.9787234042553192,0.0,1.0,0.9999999999999999,0.9909365558912386,0.9565217391304348,0.24999999999999978,0.9330127018922192,0
0.5590551181102361,0.008431703204047217,0.3323170731707318,1.0,0.42857142857142855,0.8125,0.8488372093023255,0.42857142857142855,0.5,0.0,0.9574468085106382,0.0,1.0,0.9999999999999999,0.9697885196374623,0.9130434782608695,0.14644660940672616,0.8535533905932737,1
0.20472440944881898,0.036762225969645866,0.8978658536585366,0.0,0.45714285714285713,0.7083333333333321,0.6162790697674418,0.3571428571428571,0.5,0.0,0.0851063829787234,1.0,1.0,0.09090909090909091,0.09969788519637464,0.6086956521739131,0.2500000000000001,0.06698729810778059,1
0.5039370078740155,0.016188870151770656,0.5838414634146342,1.0,0.42857142857142855,0.5625,1.0,0.42857142857142855,0.5,0.0,0.8936170212765957,0.0,0.8333333333333333,0.9090909090909091,0.9033232628398792,0.9565217391304348,0.24999999999999978,0.9330127018922192,1
0.36220472440944884,0.006745362563237774,0.3902439024390244,1.0,0.6857142857142857,0.7291666666666679,0.20930232558139533,0.2857142857142857,1.0,1.0,0.723404255319149,1.0,0.6666666666666666,0.7272727272727273,0.7280966767371602,1.0,0.3705904774487392,0.9829629131445341,0
0.40944881889763773,0.12107925801011803,0.47713414634146345,0.0,0.5714285714285714,0.6875,0.7906976744186047,0.42857142857142855,1.0,1.0,0.3191489361702128,1.0,0.0,0.2727272727272727,0.31419939577039274,0.6956521739130435,0.06698729810778076,0.24999999999999978,2
0.4921259842519683,0.10354131534569982,0.6539634146341463,1.0,0.6285714285714286,0.7291666666666679,0.26744186046511625,0.07142857142857142,0.0,0.0,0.7872340425531915,0.0,0.3333333333333333,0.8181818181818182,0.7885196374622357,0.8260869565217391,0.01703708685546579,0.6294095225512601,2
0.49606299212598426,0.3827993254637437,0.6067073170731708,0.0,0.6285714285714286,0.5416666666666679,0.9302325581395348,0.5,0.5,1.0,0.6170212765957447,1.0,0.5,0.6363636363636364,0.6193353474320242,0.7826086956521738,0.0,0.4999999999999999,4
0.40551181102362177,0.08735244519392917,0.5411585365853661,1.0,0.39999999999999997,0.6041666666666679,0.9186046511627906,0.0,0.5,0.0,0.851063829787234,0.0,0.6666666666666666,0.8181818181818182,0.8580060422960726,0.8260869565217391,0.01703708685546579,0.6294095225512601,3
0.20078740157480301,0.09005059021922428,0.6615853658536585,0.0,0.6285714285714286,0.6458333333333321,0.8023255813953487,0.21428571428571427,1.0,1.0,0.5319148936170213,1.0,0.8333333333333333,0.5454545454545454,0.540785498489426,0.8260869565217391,0.01703708685546579,0.6294095225512601,2
0.12992125984251945,0.46172006745362565,0.7195121951219511,0.0,0.5714285714285714,0.7083333333333321,0.7325581395348837,0.21428571428571427,0.5,0.0,0.6382978723404256,0.0,0.0,0.6363636363636364,0.6344410876132931,0.5217391304347826,0.5000000000000001,0.0,3
0.2913385826771653,0.008431703204047217,0.2789634146341464,1.0,0.42857142857142855,0.7083333333333321,0.6162790697674418,0.2857142857142857,1.0,1.0,0.3829787234042553,1.0,0.8333333333333333,0.36363636363636365,0.39274924471299094,0.08695652173913043,0.75,0.9330127018922194,0
0.22440944881889768,0.13052276559865092,0.5853658536585366,0.0,0.45714285714285713,0.7083333333333321,1.0,0.07142857142857142,0.5,1.0,0.723404255319149,1.0,0.0,0.7272727272727273,0.716012084592145,0.43478260869565216,0.75,0.06698729810778065,2
0.2637795275590551,0.031703204047217534,0.39786585365853655,0.0,0.4857142857142857,0.7083333333333321,0.6744186046511627,0.14285714285714285,1.0,1.0,0.44680851063829785,1.0,1.0,0.4545454545454545,0.459214501510574,0.43478260869565216,0.75,0.06698729810778065,1
0.6614173228346454,0.0209106239460371,0.5167682926829268,1.0,0.22857142857142856,0.8333333333333321,1.0,0.07142857142857142,0.5,0.0,0.06382978723404255,1.0,0.5,0.09090909090909091,0.06948640483383686,0.30434782608695654,0.9829629131445341,0.3705904774487397,2
0.590551181102362,0.012141652613827993,0.6067073170731708,1.0,0.37142857142857144,0.6875,0.9186046511627906,0.14285714285714285,0.5,0.0,0.8297872340425532,0.0,0.3333333333333333,0.8181818181818182,0.8308157099697886,0.13043478260869565,0.8535533905932737,0.8535533905932737,1
0.5826771653543306,0.004721753794266441,0.5365853658536585,1.0,0.37142857142857144,0.45833333333333215,0.9186046511627906,0.42857142857142855,0.5,0.0,0.8936170212765957,0.0,0.3333333333333333,0.9090909090909091,0.8942598187311178,0.08695652173913043,0.75,0.9330127018922194,0
0.42913385826771644,0.047892074198988194,0.4679878048780487,1.0,0.5142857142857142,0.5833333333333321,0.8604651162790697,0.0,0.0,0.0,0.5957446808510638,0.0,0.3333333333333333,0.6363636363636364,0.5981873111782477,1.0,0.3705904774487392,0.9829629131445341,1
0.2677165354330706,0.043844856661045525,0.6859756097560977,0.0,0.6,0.625,0.6860465116279069,0.14285714285714285,0.5,0.0,0.6382978723404256,0.0,0.3333333333333333,0.6363636363636364,0.6404833836858006,0.8260869565217391,0.01703708685546579,0.6294095225512601,1
0.2440944881889764,0.0,0.4435975609756099,0.0,0.19999999999999998,0.9791666666666679,1.0,0.07142857142857142,0.5,0.0,0.9787234042553192,0.0,0.8333333333333333,0.9999999999999999,0.987915407854985,0.43478260869565216,0.75,0.06698729810778065,0
0.307086614173228,0.0,0.5777439024390244,1.0,0.37142857142857144,0.8541666666666679,1.0,0.0,0.5,0.0,0.8723404255319149,0.0,0.8333333333333333,0.9090909090909091,0.8821752265861028,0.043478260869565216,0.6294095225512604,0.9829629131445341,0
0.14566929133858264,0.12242833052276558,0.7027439024390244,0.0,0.6,0.6875,0.8023255813953487,0.21428571428571427,1.0,0.0,0.7446808510638298,0.0,0.16666666666666666,0.7272727272727273,0.743202416918429,0.5652173913043478,0.37059047744873963,0.017037086855465844,2
0.2637795275590551,0.01011804384485666,0.3125000000000001,1.0,0.3142857142857143,0.7291666666666679,0.8488372093023255,0.2857142857142857,1.0,0.0,0.021276595744680854,1.0,1.0,0.0,0.03625377643504532,0.0,0.5,1.0,1
0.6968503937007875,0.004721753794266441,0.5564024390243903,1.0,0.3142857142857143,0.6458333333333321,0.6046511627906976,0.5714285714285714,0.0,0.0,0.851063829787234,0.0,0.8333333333333333,0.8181818181818182,0.8610271903323263,0.2608695652173913,1.0,0.5,1
0.6102362204724407,0.4441821247892074,0.23018292682926833,0.0,0.45714285714285713,0.625,1.0,0.21428571428571427,0.5,1.0,0.46808510638297873,1.0,0.3333333333333333,0.4545454545454545,0.4682779456193354,0.34782608695652173,0.9330127018922194,0.2500000000000001,4
